corpus,file,line,office,section,lesson_span,lesson_count,author,work,source,author_line,incipit
Tempora,Tempora/Nat30.txt,68,Diei VI infra Octavam Nativitatis,Lectio4,Lectio4-6,3,Leo Magnus,Sermones,Sermo 6 de Nativitáte Dómini,Sermo sancti Leónis Papæ,"Omnibus quidem diébus, dilectíssimi, atque tempóribus, ánimis fidélium divína meditántium Dómini et Salvatóris nostri ex Matre Vírgine ortus occúrrit, ut mens, ad confessiónem sui "
Tempora,Tempora/Nat30.txt,92,Diei VI infra Octavam Nativitatis,Lectio7,Lectio7-8,2,Ambrosius Mediolanensis,Expositio evangelii secundum Lucam,"Liber 2 in cap. 2. Lucæ, circa med.",Homilía sancti Ambrósii Epíscopi,"Vides festináre pastóres; nemo enim cum desídia Christum requírit. Vides pastóres Angelo credidísse: et tu Patri, Fílio, Spirítui Sancto, Angelis, Prophétis et Apóstolis crédere no"
Tempora,Tempora/Pasc0-0.txt,72,Dominica Resurrectionis,Lectio1,Lectio1-3,3,Gregorius Magnus,Homiliae in Evangelia,Homilia 21 in Evangelia,Homilía sancti Gregórii Papæ,"Audístis, fratres caríssimi, quod sanctæ mulíeres, quæ Dóminum fúerant secútæ, cum aromátibus ad monuméntum venérunt, et ei, quem vivéntem diléxerant, étiam mórtuo, stúdio humanitá"
Tempora,Tempora/Pasc0-1.txt,26,Die II infra octavam Paschæ,Lectio1,Lectio1-3,3,Gregorius Magnus,Homiliae in Evangelia,Homilia 23 in Evangelia,Homilía sancti Gregórii Papæ,"Audístis, fratres caríssimi, quia duóbus discípulis ambulántibus in via, non quidem credéntibus, sed tamen de se loquéntibus, Dóminus appáruit: sed eis spéciem, quam recognóscerent"
Tempora,Tempora/Pasc0-2.txt,31,Die III infra octavam Paschæ,Lectio1,Lectio1-2,2,Ambrosius Mediolanensis,Expositio evangelii secundum Lucam,"Liber 10. Comment. in Lucam, cap. 24, ante finem",Homilía sancti Ambrósii Epíscopi,"Mirum, quo modo se natúra corpórea per impenetrábile corpus infúderit invisíbili áditu, visíbili conspéctu: tangi fácilis, diffícilis æstimári. Dénique conturbáti discípuli æstimáb"
Tempora,Tempora/Pasc0-3.txt,33,Die IV infra octavam Paschæ,Lectio1,Lectio1-3,3,Gregorius Magnus,Homiliae in Evangelia,Homilia 24 in Evangelia,Homilía sancti Gregórii Papæ,"Léctio sancti Evangélii, quæ modo in áuribus vestris lecta est, fratres mei, quæstióne ánimum pulsat, sed pulsatióne sua vim discretiónis índicat. Quæri étenim potest, cur Petrus, "
Tempora,Tempora/Pasc0-4.txt,28,Die V infra octavam Paschæ,Lectio1,Lectio1-3,3,Gregorius Magnus,Homiliae in Evangelia,Homilia 25 in Evangelia,Homilía sancti Gregórii Papæ,"María Magdaléne, quæ fúerat in civitáte peccátrix, amándo veritátem, lavit lácrimis máculas críminis: et vox Veritátis implétur, qua dícitur: Dimíssa sunt ei peccáta multa, quia di"
Tempora,Tempora/Pasc0-5.txt,31,Die VI infra octavam Paschæ,Lectio1,Lectio1,1,Hieronymus Stridonensis,Commentarii in Matthaeum,"Lib. 4 Comment. in Matth., in fine",Homilía sancti Hierónymi Presbýteri,"Post resurrectiónem Jesus in monte Galilǽæ conspícitur, ibíque adorátur; licet quidam dúbitent, et dubitátio eórum nostram áugeat fidem. Tunc maniféstius osténditur Thomæ, et latus"
Tempora,Tempora/Pasc0-6.txt,32,Sabbato in Albis,Lectio1,Lectio1-3,3,Gregorius Magnus,Homiliae in Evangelia,Homilia 22 in Evangelia,Homilía sancti Gregórii Papæ,"Léctio sancti Evangélii, quam modo, fratres, audístis, valde in superfície histórica est apérta: sed ejus nobis sunt mystéria sub brevitáte requirénda. María Magdaléne, cum adhuc t"
Tempora,Tempora/Pasc1-0.txt,66,Dominica in Albis in Octava Paschæ,Lectio4,Lectio4,1,Augustinus Hipponensis,Sermones,"Sermo 1 in Octava Paschæ, qui est 157 de Tempore",Sermo sancti Augustíni Epíscopi,"Paschális solémnitas hodiérna festivitáte conclúditur, et ídeo hódie Neophytórum hábitus commutátur: ita tamen, ut candor, qui de hábitu depónitur, semper in corde teneátur. In qua"
Tempora,Tempora/Pasc1-0.txt,90,Dominica in Albis in Octava Paschæ,Lectio7,Lectio7-9,3,Gregorius Magnus,Homiliae in Evangelia,Homilia 26 in Evangelia,Homilía sancti Gregórii Papæ,"Prima lectiónis hujus evangélicæ quǽstio ánimum pulsat: quómodo post resurrectiónem corpus Domínicum verum fuit, quod clausis jánuis ad discípulos íngredi pótuit? Sed sciéndum nobi"
Tempora,Tempora/Pasc2-0.txt,63,Dominica II Post Pascha,Lectio4,Lectio4-6,3,Leo Magnus,Sermones,"Sermo 1 de Ascensione Domini, post initium",Sermo sancti Leónis Papæ,"Hi dies, dilectíssimi, qui inter resurrectiónem Dómini ascensionémque fluxérunt, non otióso transiére decúrsu, sed magna in eis confirmáta sacraménta, magna sunt reveláta mystéria."
Tempora,Tempora/Pasc2-0.txt,87,Dominica II Post Pascha,Lectio7,Lectio7-9,3,Gregorius Magnus,Homiliae in Evangelia,Homilia 14 in Evangelia,Homilía sancti Gregórii Papæ,"Audístis, fratres caríssimi, ex lectióne evangélica eruditiónem vestram: audístis et perículum nostrum. Ecce enim is, qui non ex accidénti dono, sed essentiáliter bonus est, dicit:"
Tempora,Tempora/Pasc2-3.txt,117,Patrocinii St. Joseph Confessoris Sponsi B.M.V. Confessoris,Lectio4,Lectio4-5,2,Bernardus Claraevallensis,Sermones,Sermo 1 de S. Joseph.,Sermo sancti Bernardíni Senénsis.,"Ómnium singulárium gratiárum alícui rationábili creatúræ communicatárum generális régula est, quod, quandocúmque divína grátia éligit áliquem ad áliquam grátiam sublímem statum, óm"
Tempora,Tempora/Pasc2-3.txt,152,Patrocinii St. Joseph Confessoris Sponsi B.M.V. Confessoris,Lectio7,Lectio7-9,3,Augustinus Hipponensis,Liber 2 de Consensu Evang.,Liber 2 de Consensu Evang.,Homilía sancti Augustíni Epíscopi,"Maniféstum est illud quod ait, Ut putabátur fílius Joseph, propter illos dixísse, qui eum ex Joseph, sicut álii hómines nascúntur, natum arbitrántur. Quos autem movet, quod álios p"
Tempora,Tempora/Pasc2-4.txt,53,De II die infra Octavam S. Joseph,Lectio4,Lectio4,1,Bernardus Claraevallensis,Sermones,Sermo de S. Joseph,Sermo sancti Bernardíni Senénsis,"Cum inter Maríam et Joseph fúerit veríssimum matrimónium per divínam inspiratiónem contráctum, et in matrimónio fiat únio animórum in tantum quod una dicúntur persóna sponsus et sp"
Tempora,Tempora/Pasc2-4.txt,68,De II die infra Octavam S. Joseph,Lectio7,Lectio7-9,3,Augustinus Hipponensis,Liber 2 de Consensu Evang.,Liber 2 de Consensu Evang.,De Homilía sancti Augustíni Epíscopi,"Neque proptérea non erat appellándus Joseph pater Christi, quia non eum concumbéndo genúerat; quandóquidem pater esset étiam ejus, quem non ex sua cónjuge procreátum aliúnde adoptá"
Tempora,Tempora/Pasc2-5.txt,47,De III die infra Octavam S. Joseph,Lectio4,Lectio4,1,Ioannes Chrysostomus,Homiliae in Matthaeum,Homilia 4 in Matth.,Sermo sancti Joánnis Chrysóstomi,"Hunc morem plerúmque tenébat antíquitas, ut sponsæ in sponsórum dómibus haberéntur: sic habitábat étiam María cum Sponso. Et cujus tandem rei grátia, non ántequam desponderétur, Vi"
Tempora,Tempora/Pasc2-5.txt,62,De III die infra Octavam S. Joseph,Lectio7,Lectio7,1,Augustinus Hipponensis,Liber 23 contra Faust. cap. 7-8,Liber 23 contra Faust. cap. 7-8,De Homilía sancti Augustíni Epíscopi,"Sic de cælo dictum est super aquam Jordánis: Hic est Fílius meus diléctus, in quo mihi bene complácui; quemádmodum dictum est et in monte. Neque enim quia et ibi de cælo vox ipsa s"
Tempora,Tempora/Pasc2-6.txt,51,De IV die infra Octavam S. Joseph,Lectio4,Lectio4,1,Ioannes Chrysostomus,Homiliae in Matthaeum,Homilia 4 in Matth.,Sermo sancti Joánnis Chrysóstomi,"Joseph, fili David, noli timére accípere Maríam cónjugem tuam. Quid autem est accípere? Domi profécto retinére; jam enim illam mente dimíserat: sed dimíssam, inquit, retíneas, quam"
Tempora,Tempora/Pasc2-6.txt,66,De IV die infra Octavam S. Joseph,Lectio7,Lectio7,1,Ambrosius Mediolanensis,Expositio evangelii secundum Lucam,Expositio in Luc. lib. 3,De Homilía sancti Ambrósii Epíscopi,"Néminem movére debet, quod ita scriptum est: Qui putabátur fílius Joseph. Bene enim putabátur, quia natúra non erat; sed ídeo putabátur, quia eum María, quæ Joseph viro suo erat de"
Tempora,Tempora/Pasc3-0.txt,78,Dominica III Post Pascha,Lectio4,Lectio4-6,3,Augustinus Hipponensis,Sermones,Sermo 147 de Tempore,Sermo sancti Augustíni Epíscopi,"Diébus his sanctis resurrectióni Dómini dedicátis, quantum donánte ipso póssumus, de carnis resurrectióne tractémus. Hæc enim est fides nostra: hoc donum in Dómini nostri Jesu Chri"
Tempora,Tempora/Pasc3-0.txt,113,Dominica III Post Pascha,Lectio7,Lectio7-8,2,Augustinus Hipponensis,Tractatus in Iohannis Evangelium,"Tr. 101 in Joann., sub fine",Homilía sancti Augustíni Epíscopi,"Módicum est hoc totum spátium, quo præsens pérvolat sǽculum. Unde dicit idem ipse Evangelísta in Epístola sua: Novíssima hora est. Ideo namque áddidit: Quia vado ad Patrem: quod ad"
Tempora,Tempora/Pasc3-1.txt,57,De VI die infra Octavam S. Joseph,Lectio4,Lectio4-6,3,Bernardus Claraevallensis,Sermones,Homilia 2 super Missus est,Sermo sancti Bernardi Abbátis,"Desponsáta est María Joseph, vel pótius (sicut ponit Evangelísta) viro, cui nomen erat Joseph. Virum nóminat, non quia marítus, sed quod homo virtútis erat; vel pótius quia juxta á"
Tempora,Tempora/Pasc3-1.txt,72,De VI die infra Octavam S. Joseph,Lectio7,Lectio7-9,3,Ambrosius Mediolanensis,Expositio evangelii secundum Lucam,Expositio in Luc. lib. 3,De Homilía sancti Ambrósii Epíscopi,"Quod per Salomónem Matthǽus generatiónem derivándum putávit, Lucas vero per Nathan, álteram regálem, álteram sacerdotálem Christi famíliam vidétur osténdere. Quod non ita accípere "
Tempora,Tempora/Pasc3-2.txt,51,De VII die infra Octavam S. Joseph,Lectio4,Lectio4-6,3,Bernardus Claraevallensis,Sermones,Homilia 2 super Missus est,De Sermóne sancti Bernárdi Abbátis,"Scriptum est: Joseph autem vir ejus, cum esset justus et nollet eam tradúcere, vóluit occúlte dimíttere eam. Bene, cum esset justus, nóluit eam tradúcere; quia, sicut nequáquam jus"
Tempora,Tempora/Pasc3-2.txt,66,De VII die infra Octavam S. Joseph,Lectio7,Lectio7,1,Ioannes Damascenus,Oratio 3 de B.M.V. Nativ.,Oratio 3 de B.M.V. Nativ.,Homilía sancti Joánnis Damascéni,"Matthæus opus suum ínchoans, Liber generatiónis, inquit, Jesu Christi fílii David, fílii Abraham: verum hic non subsístit; étenim ipsíus sermo étiam usque ad Vírginis Sponsum progr"
Tempora,Tempora/Pasc3-3.txt,49,In Octava Patrocinii S. Joseph,Lectio4,Lectio4-6,3,Augustinus Hipponensis,Sermones,"Liber 1 de Nupt. et Concup., c. 11",Sermo sancti Augustíni Epíscopi,"Non falláciter ab Angelo dictum est ad Joseph: Noli timére accípere Maríam cónjugem tuam. Conjux vocátur ex prima fide desponsatiónis, quam concúbitu nec cognóverat nec fúerat cogn"
Tempora,Tempora/Pasc3-3.txt,64,In Octava Patrocinii S. Joseph,Lectio7,Lectio7,1,Augustinus Hipponensis,Sermones,Serm. 36 de Temp. Bapt. Christi,Homilía sancti Augustíni Epíscopi,"Natális hódie alter est quodam modo Salvatóris. Nam eísdem eum signis, eísdem miráculis cognóscimus génitum, sed nunc majóri mystério baptizátum. Ait enim Deus: Hic est Fílius meus"
Tempora,Tempora/Pasc4-0.txt,71,Dominica IV Post Pascha,Lectio4,Lectio4-6,3,Cyprianus Carthaginiensis,Sermones,Sermone 3 initio.,Ex Tractátu sancti Cypriáni Epíscopi et Mártyris de bono patiéntiæ,"De patiéntia locutúrus, fratres dilectíssimi, et utilitátes ejus et cómmoda prædicatúrus, unde pótius incípiam, quam quod nunc quoque ad audiéntiam, vestram patiéntiam vídeo esse n"
Tempora,Tempora/Pasc4-0.txt,106,Dominica IV Post Pascha,Lectio7,Lectio7-8,2,Augustinus Hipponensis,Tractatus in Iohannis Evangelium,"Tractatus 94 in Joannem, initio",Homilía sancti Augustíni Epíscopi,"Cum Dóminus Jesus prædixísset discípulis suis persecutiónes, quas passúri erant post ejus abscéssum, subjúnxit atque ait: Hæc autem vobis ab inítio non dixi, quia vobíscum eram: nu"
Tempora,Tempora/Pasc5-0.txt,63,Dominica V Post Pascha,Lectio4,Lectio4-6,3,Ambrosius Mediolanensis,Post medium,Post medium,Ex libro sancti Ambrósii Epíscopi de fide resurrectiónis,"Quóniam Dei mori non póterat Sapiéntia, resúrgere autem non póterat quod mórtuum non erat; assúmitur caro, quæ mori posset: ut dum móritur quod solet, quod mórtuum fúerat, hoc resú"
Tempora,Tempora/Pasc5-0.txt,87,Dominica V Post Pascha,Lectio7,Lectio7,1,Augustinus Hipponensis,Tractatus in Iohannis Evangelium,Tractatus 102 in Joannem,Homilía sancti Augustíni Epíscopi,"Dómini verba nunc ista tractánda sunt: Amen, amen, dico vobis: Si quid petiéritis Patrem in nómine meo, dabit vobis. Jam dictum est in superióribus hujus Domínici sermónis pártibus"
Tempora,Tempora/Pasc5-1.txt,21,Feria Secunda in Rogationibus,Lectio1,Lectio1-2,2,Ambrosius Mediolanensis,Expositio evangelii secundum Lucam,Liber 7 in Lucæ cap. 11,Homilía sancti Ambrósii Epíscopi,"Alius præcépti locus est, ut ómnibus moméntis, non solum diébus, sed étiam noctibus, orátio deferátur. Vides enim, quod iste qui media nocte perréxit, tres panes ab amico suo póstu"
Tempora,Tempora/Pasc5-3.txt,25,Feria Quarta in Rogationibus in Vigilia Ascensionis,Lectio1,Lectio1-3,3,Augustinus Hipponensis,Tractatus in Iohannis Evangelium,"Tractatus 104 in Joannem, sub med.",Homilía sancti Augustíni Epíscopi,"Póterat Dóminus noster, unigénitus et coætérnus Patri, in forma servi, et ex forma servi, si hoc opus esset, oráre siléntio: sed ita se Patri exhibére vóluit precatórem, ut meminís"
Tempora,Tempora/Pasc5-4.txt,226,In Ascensione Domini,Lectio4,Lectio4,1,Leo Magnus,Sermones,Sermone 1 de Ascensione Domini,Sermo sancti Leónis Papæ,"Post beátam et gloriósam resurrectiónem Dómini nostri Jesu Christi, qua verum Dei templum, Judáica impietáte resolútum, divína in tríduo poténtia suscitávit, quadragenárius hódie, "
Tempora,Tempora/Pasc5-4.txt,261,In Ascensione Domini,Lectio7,Lectio7-8,2,Gregorius Magnus,Homiliae in Evangelia,Homilia 29 in Evangelia,Homilía sancti Gregórii Papæ,"Quod resurrectiónem Domínicam discípuli tarde credidérunt, non tam illórum infírmitas, quam nostra, ut ita dicam, futúra fírmitas fuit. Ipsa namque resurréctio illis dubitántibus p"
Tempora,Tempora/Pasc5-5.txt,56,Feria VI infra Octavam Ascensionis,Lectio4,Lectio4-5,2,Leo Magnus,Sermones,Sermo 2 de Ascensione Domini,Sermo sancti Leónis Papæ,"Sacraméntum, dilectíssimi, salútis nostræ, quam prétio sánguinis sui universitátis Cónditor æstimávit, a die corporális ortus usque ad éxitum passiónis, per dispensatiónem humilitá"
Tempora,Tempora/Pasc5-5.txt,71,Feria VI infra Octavam Ascensionis,Lectio7,Lectio7-9,3,Gregorius Magnus,Ex eadem Homilía 29,Ex eadem Homilía 29,Homilía sancti Gregórii Papæ,"Qui credíderit, et baptizátus fúerit, salvus erit: qui vero non credíderit, condemnábitur. Fortásse unusquísque apud semetípsum dicat: Ego jam crédidi, salvus ero. Verum dicit, si "
Tempora,Tempora/Pasc5-6.txt,59,Sabbato infra Octavam Ascensionis,Lectio4,Lectio4,1,Leo Magnus,Sermones,Sermo 2 de Ascensione Domini,Sermo sancti Leónis Papæ,"Quod ítaque Redemptóris nostri conspícuum fuit, in sacraménta transívit: et ut fides excelléntior esset ac fírmior, visióni doctrína succéssit, cujus auctoritátem supérnis illuminá"
Tempora,Tempora/Pasc5-6.txt,74,Sabbato infra Octavam Ascensionis,Lectio7,Lectio7-9,3,Gregorius Magnus,Ex eadem Homilía 29,Ex eadem Homilía 29,Homilía sancti Gregórii Papæ,"Signa autem eos qui creditúri sunt, hæc sequéntur: In nómine meo dæmónia eícient, linguis loquéntur novis, serpéntes tollent: et si mortíferum quid bíberint, non eis nocébit: super"
Tempora,Tempora/Pasc6-0.txt,65,Dominica infra Octavam Ascensionis,Lectio4,Lectio4-5,2,Augustinus Hipponensis,Sermones,"Sermo 2 de Ascensióne Dómini, qui est 175 de Tempore",Sermo sancti Augustíni Epíscopi,"Salvátor noster, dilectíssimi fratres, ascéndit in cælum: non ergo turbémur in terra. Ibi sit mens, et hic erit réquies. Ascendámus cum Christo ínterim corde: cum dies ejus promíss"
Tempora,Tempora/Pasc6-0.txt,89,Dominica infra Octavam Ascensionis,Lectio7,Lectio7,1,Augustinus Hipponensis,Tractatus in Iohannis Evangelium,Tractatus 92 in Joannem,Homilía sancti Augustíni Epíscopi,"Dóminus Jesus in sermóne, quem locútus est discípulis suis post cenam, próximus passióni, tamquam itúrus, et relictúrus eos præséntia corporáli, cum ómnibus autem suis usque in con"
Tempora,Tempora/Pasc6-1.txt,60,Feria II infra Octavam Ascensionis,Lectio4,Lectio4-5,2,Ioannes Chrysostomus,Sermones,"Sermo de Ascensione Domini, tom. 3",Sermo sancti Joánnis Chrysóstomi,"Christus ascéndens in cælum, nostræ natúræ primítias óbtulit Patri, et oblátum donum mirátus est Pater, quod et tanta dígnitas offerébat; et quod offerebátur, nulla mácula fœdabátu"
Tempora,Tempora/Pasc6-1.txt,75,Feria II infra Octavam Ascensionis,Lectio7,Lectio7-9,3,Gregorius Magnus,Ex eadem Homilía 29,Ex eadem Homilía 29,Homilía sancti Gregórii Papæ,"Et Dóminus quidem Jesus, postquam locútus est eis, assúmptus est in cælum, et sedet a dextris Dei. In véteri Testaménto cognóvimus, quod Elias sit raptus in cælum. Sed áliud est cæ"
Tempora,Tempora/Pasc6-2.txt,62,Feria III infra Octavam Ascensionis,Lectio4,Lectio4-6,3,Maximus Taurinensis,Sermones,"Homilia 43, quæ est 2 de Pentecoste, ante medium",Sermo sancti Máximi Epíscopi,"Méminit sánctitas vestra, quod áquilæ illi de Psaltério, cujus innovátam juventútem légimus, comparáverim Salvatórem. Est enim similitúdo non parva. Sicut enim áquila humília déser"
Tempora,Tempora/Pasc6-2.txt,77,Feria III infra Octavam Ascensionis,Lectio7,Lectio7-8,2,Gregorius Magnus,Ex eadem Homilía 29,Ex eadem Homilía 29,Homilía sancti Gregórii Papæ,"Considerándum nobis est, quid est quod Marcus ait: Sedet a dextris Dei: et Stéphanus dicit: Vídeo cælos apértos, et Fílium hóminis stantem a dextris Dei. Quid est quod hunc Marcus "
Tempora,Tempora/Pasc6-3.txt,54,Feria IV infra Octavam Ascensionis,Lectio4,Lectio4-6,3,Gregorius Magnus,Sermones,Oratio de Ascensione Domini,Sermo sancti Gregórii Nysséni,"Hodiérnam celebritátem satis per se magnam, prophéta David majórem éfficit, dum illi gáudium e Psalmis adjúngit. Hic enim excélsus Prophéta supra seípsum egrédiens, tamquam córpori"
Tempora,Tempora/Pasc6-3.txt,69,Feria IV infra Octavam Ascensionis,Lectio7,Lectio7-8,2,Gregorius Magnus,Ex eadem Homilía 29,Ex eadem Homilía 29,Homilía sancti Gregórii Papæ,"Hoc autem nobis primum quæréndum est, quidnam sit, quod, nato Dómino, apparuérunt Angeli, et tamen non legúntur in albis véstibus apparuísse: ascendénte autem Dómino, missi Angeli "
Tempora,Tempora/Pasc6-4.txt,66,In Octava Ascensionis,Lectio4,Lectio4-6,3,Augustinus Hipponensis,Sermones,"Sermo 3 de Ascensione Domini, qui est 176 de Tempore",Sermo sancti Augustíni Epíscopi,"Omnia, caríssimi, quæ Dóminus Jesus Christus in hoc mundo sub fragilitáte nostra mirácula édidit, nobis profíciunt: qui dum humánam conditiónem sidéribus importávit, credéntibus cæ"
Tempora,Tempora/Pasc6-4.txt,81,In Octava Ascensionis,Lectio7,Lectio7-9,3,Gregorius Magnus,Ex eadem Homilía 29.,Ex eadem Homilía 29.,Homilía sancti Gregórii Papæ,"De hac ascensiónis ejus glória étiam Hábacuc ait: Elevátus est sol, et luna stetit in órdine suo. Quis enim solis nómine, nisi Dóminus; et quæ lunæ nómine, nisi Ecclésia designátur"
