corpus,file,line,office,section,lesson_span,lesson_count,author,work,source,author_line,incipit
Sancti,Sancti/05-01.txt,54,Ss. Philippi et Jacobi Apostolorum,Lectio7,Lectio7-9,3,Augustinus Hipponensis,Tractatus in Iohannis Evangelium,Tract. 67 in Joannem,Homilía sancti Augustíni Epíscopi,"Erigénda est nobis, fratres, ad Deum major inténtio, ut verba sancti Evangélii, quæ modo in nostris áuribus sonuérunt, étiam mente cápere utcúmque possímus. Ait enim Dóminus Jesus:"
Sancti,Sancti/05-02.txt,47,S. Athanasii Episcopi Confessoris et Ecclesiæ Doctoris,Lectio7,Lectio7,1,Athanasius Alexandrinus,"In Apologia de fuga sua, ante medium","In Apologia de fuga sua, ante medium",Homilía sancti Athanasii Epíscopi.,"In lege præcéptum erat ut constitueréntur civitátes refugiórum, ut, qui quomodocúmque ad necem quæreréntur, servari possent. In consummatióne porro sæculórum cum advenísset illud i"
Sancti,Sancti/05-03.txt,154,,Lectio7,Lectio7-8,2,Augustinus Hipponensis,Tractatus in Iohannis Evangelium,"Tract. 11 in Joann., post init.",Homilía sancti Augustíni Epíscopi,"Nicodémus ex his erat, qui credíderant in nómine Jesu, vidéntes signa et prodígia quæ faciébat. Supérius enim hoc dixit: Cum autem esset Jerosólymis in Pascha in die festo, multi c"
Sancti,Sancti/05-04.txt,30,S. Monicæ Viduæ,Lectio6,Lectio6,1,Unklarer Autor,Ex libro 9 Conf. cap. 12.,Ex libro 9 Conf. cap. 12.,,"Subdit vero Augustinus de matris morte disserens: Neque enim decére arbitrabámur funus illud quéstubus lacrimosis gemitibúsque celebrare, quia illa nec mísere, nec omnino moriebátu"
Sancti,Sancti/05-04.txt,43,S. Monicæ Viduæ,Lectio7,Lectio7-9,3,Augustinus Hipponensis,Sermones de verbis Domini,"Sermo 44 de Verbis Dómini, circa initium",Homilía sancti Augustíni Epíscopi,De juvene illo resuscitato gavisa est mater vidua; de homínibus in spíritu quotídie suscitátis gaudet mater Ecclésia. Ille quidem mórtuus erat corpore; illi autem mente. Illius mor
Sancti,Sancti/05-06.txt,32,S. Joannis Apostoli ante Portam Latinam,Lectio4,Lectio4-6,3,Hieronymus Stridonensis,"Liber 1, n. 26","Liber 1, n. 26",Ex libro sancti Hierónymi Presbýteri contra Jovinianum.,"Joánnes Apóstolus, unus ex discípulis Dómini, qui mínimus natu tráditur fuísse inter Apóstolos, et quem fides Christi vírginem repérerat, virgo permánsit; et ídeo plus amátur a Dóm"
Sancti,Sancti/05-06.txt,52,S. Joannis Apostoli ante Portam Latinam,Lectio7,Lectio7,1,Hieronymus Stridonensis,Commentarii in Matthaeum,Liber 3 Comm. in Matth. c. 20.,Homilía sancti Hierónymi Presbýteri.,"Unde opiniónem regni habet mater filiórum Zebedǽi, ut cum Dóminus díxerit: Fílius hóminis tradétur princípibus sacerdótum et scribis, et condemnábunt eum morte, et tradent Géntibus"
Sancti,Sancti/05-08.txt,214,In Apparitione S. Michaëlis Archangeli,Lectio7,Lectio7-9,3,Hilarius Pictaviensis,Comment in Matth. can. 18,Comment in Matth. can. 18,Homilía sancti Hilárii Epíscopi,"Nónnisi revérsos in natúram puerórum introíre regnum cælórum Dóminus docet: id est, per simplicitátem puerílem vítia córporum nostrórum animǽque revocánda. Púeros autem, credéntes "
Sancti,Sancti/05-12.txt,36,"Ss. Nerei, Achillei et Domitillæ Virg. atque Pancratii Martyrum",Lectio7,Lectio7-8,2,Gregorius Magnus,Ex,"Ex Homil. 28. habita in Basilica horum Ss. Mártyrum, in die natalis eorum",Homilía sancti Gregórii Papæ,"Quid est quod regulus Dominum rogat ut ad ejus filium veniat, et tamen ire corporaliter recusat: ad servum vero centurionis non invitatur, et tamen se corporaliter ire pollicetur? "
Sancti,Sancti/05-27.txt,47,S. Bedæ Venerabilis Confessoris et Ecclesiæ Doctoris,Lectio7,Lectio7-8,2,Beda Venerabilis,In Evang. Vos estis sal terra,In Evang. Vos estis sal terra,Homilía sancti Bedæ Venerábilis Presbýteri,"In terra, humana natura; in sale, sapientia verbis significatur. Salis enim natura, terra efficitur infructuosa; unde quasdam urbes legimus, victorum ira, sale seminatas. Et hoc co"
Sancti,Sancti/05-28.txt,36,S. Augustini Episcopi et Confessoris,Lectio7,Lectio7-9,3,Gregorius Magnus,Homiliae,Homilia 17. in Evang.,Homilia sancti Gregorii Papæ.,"Dominus et Salvator noster, fratres carissimi, aliquando nos sermonibus, aliquando vero operibus admonet. Ipsa etenim facta ejus præcepta sunt: quia dum aliquid tacitus facit, quid"
Sancti,Sancti/06-05.txt,40,S. Bonifatii Episcopi et Martyris,Lectio7,Lectio7-8,2,Augustinus Hipponensis,Sermones,"Liber 1 de sermone Dómini in monte, cap. 2. et 3.",Homilia sancti Augustíni Epíscopi.,"Beáti mundo corde; quóniam ipsi Deum vidébunt. Quam ergo stulti sunt, qui Deum istis exterióribus óculis quærunt, cum corde videátur, sicut álibi scriptum est: Et in simplicitáte c"
Sancti,Sancti/06-11.txt,61,S. Barnabæ Apostoli,Lectio7,Lectio7-9,3,Ioannes Chrysostomus,Homiliae in Matthaeum,"Homilia 34 in Matthæum, post initium",Homilía sancti Joánnis Chrysóstomi.,"Cum Dóminus omnem sollicitúdinem a discipulórum córdibus ejécerit, et ostensióne signórum armáverit, atque, ab ómnibus negótiis sæculáribus alienátos et ab omni temporálium rerum c"
Sancti,Sancti/06-14.txt,43,"S. Basilii Magni, Episcopis Confessoris et Ecclesiæ Doctoris",Lectio7,Lectio7,1,Basilius Magnus,Lib. Regul. fusius explic. ad interrog. 8,Lib. Regul. fusius explic. ad interrog. 8,Homilía sancti Basilíi Epíscopi,"Perfécta quidem renuntiátio in eo consístit, ut id assequámur, ne ad ipsíus étiam vitæ affectiónem propénsi simus, et respónsum mortis habeámus, ut non simus fidéntes in nobis ipsi"
Sancti,Sancti/06-21.txt,36,S. Aloisii Gonzagæ Confessoris,Lectio7,Lectio7,1,Ioannes Chrysostomus,Liber de Virginitate,Liber de Virginitate,Homilia sancti Joannis Chrysostomi,"Virginitas est bona: id ego quoque fateor. Atqui nuptiis étiam melior et istud tibi assentior: ac si libet, illud adjungam, tanto nuptiis eam præstare, quanto cælum terræ, quanto h"
Sancti,Sancti/06-23.txt,26,In Vigilia S. Joannis Baptistæ,Lectio1,Lectio1,1,Ambrosius Mediolanensis,Expositio evangelii secundum Lucam,Liber 1 in Lucam,Homilía sancti Ambrósii Epíscopi,"Docet nos Scriptúra divína non solum mores in iis qui prædicábiles sunt, sed étiam paréntes oportére laudári; ut véluti transmíssa immaculátæ puritátis heréditas, in iis quos vólum"
Sancti,Sancti/06-24.txt,207,In Nativitate S. Joannis Baptistæ,Lectio4,Lectio4-5,2,Augustinus Hipponensis,Sermones,Sermo 20 de Sanctis,Sermo sancti Augustíni Epíscopi,"Post illum sacrosánctum Dómini natális diem, nullíus hóminum nativitátem légimus celebrári, nisi solíus beáti Joánnis Baptístæ. In áliis Sanctis et eléctis Dei nóvimus illum diem c"
Sancti,Sancti/06-24.txt,242,In Nativitate S. Joannis Baptistæ,Lectio7,Lectio7,1,Ambrosius Mediolanensis,Expositio evangelii secundum Lucam,"Liber 2 Comm. in Lucæ cap. 1, ante finem",Homilía sancti Ambrósii Epíscopi,"Péperit fílium Elísabeth, et congratulabántur vicíni. Habet Sanctórum edítio lætítiam plurimórum, quia commúne est bonum; justítia enim commúnis est virtus. Et ídeo in ortu justi f"
Sancti,Sancti/06-25oct.txt,14,Die secunda infra Octavam Nativitatis S. Joannis Baptistæ,Lectio4,Lectio4-6,3,Augustinus Hipponensis,Sermones,Serm. 21 de Sanctis.,Sermo sanctii Augustíni Epíscopi,"Natálem sancti Joánnis, fratres caríssimi, hódie celebrámus: quod nulli umqua Sanctórum légimus fuísse concéssum. Solíus enim Dómini, et beáti Joánnis dies nativitátis in univérso "
Sancti,Sancti/06-25oct.txt,29,Die secunda infra Octavam Nativitatis S. Joannis Baptistæ,Lectio7,Lectio7-9,3,Ambrosius Mediolanensis,Expositio evangelii secundum Lucam,Lib. 2. in Lucam.,De Homilía sancti Ambrósii Epícopi.,"Joánnes est, inquit, nomen ejus. Non póterat Elísabeth Dómini ignoráre prænúntium, quæ prophetáuerat Christum. Et bene ádditur: Quia nemo in cognatióne ejus vocabátur hoc nómine: u"
Sancti,Sancti/06-26.txt,79,Ss. Joannis et Pauli Martyrum,Lectio7,Lectio7,1,Beda Venerabilis,Expositio in Lucam / homiliae de tempore,"Lib. 4 in Lucam, cap. 12",Homilía sancti Bedæ Venerábilis Presbýteri,"De hoc ferménto Apóstolus præcépit: Itáque epulémur, non in ferménto véteri, neque in ferménto malítiæ et nequítiæ, sed in ázymis sinceritátis et veritátis. Nam, sicut módicum ferm"
Sancti,Sancti/06-27oct.txt,14,Quarta die infra Octavam Nativitatis S. Joannis Baptistæ,Lectio4,Lectio4-6,3,Basilius Magnus,Sermones,Homilia 2 in Psalm. 28,Sermo sancti Basilíi Magni,"Vox Dómini super aquas. Qualis vox? super quas aquas? Velut prophetíam accipiámus quod dictum est. Memíneris Joánnis, qui interrogátus a Judǽis: Tu quis es? quod respónsum dábimus "
Sancti,Sancti/06-27oct.txt,29,Quarta die infra Octavam Nativitatis S. Joannis Baptistæ,Lectio7,Lectio7-8,2,Ambrosius Mediolanensis,Expositio evangelii secundum Lucam,Lib. 2 in Luc. cap. 1 in fine,De Homilía sancti Ambrósii Epíscopi,"Et Zacharías pater ejus implétus est Spíritu Sancto, et prophetábat. Vide quam bonus Deus, et fácilis indulgére peccátis; non solum abláta restítuit, sed étiam insperáta concédit. "
Sancti,Sancti/06-28r.txt,26,In Vigilia Ss. Petri et Pauli Apostolorum,Lectio1,Lectio1-3,3,Augustinus Hipponensis,Tractatus in Iohannis Evangelium,"Tractatus 123 in Joannem, in medio",Homilía sancti Augustíni Epíscopi,"Rédditur negatióni trinæ trina conféssio, ne minus amóri lingua sérviat, quam timóri: et plus vocis elicuísse videátur mors ímminens, quam vita præsens. Sit amóris offícium páscere"
Sancti,Sancti/06-29.txt,146,SS. Apostolorum Petri et Pauli,Lectio4,Lectio4,1,Leo Magnus,Sermones,Sermo 1 in natali App. Petri et Pauli,Sermo sancti Leónis Papæ,"Omnium quidem sanctárum solemnitátum, dilectíssimi, totus mundus est párticeps, et uníus fídei píetas éxigit, ut quidquid pro salúte universórum gestum recólitur, commúnibus ubíque"
Sancti,Sancti/06-29.txt,178,SS. Apostolorum Petri et Pauli,Lectio7,Lectio7,1,Hieronymus Stridonensis,Commentarii in Matthaeum,Lib. 3 Comment. in Matth. cap. 16,Homilía sancti Hierónymi Presbýteri,"Pulchre intérrogat: Quem dicunt hómines esse Fílium hóminis? quia qui de fílio hóminis loquúntur, hómines sunt; qui vero divinitátem ejus intéllegunt, non hómines, sed dii appellán"
Sancti,Sancti/06-30.txt,128,In Commemoratione S. Pauli Apostoli,Lectio4,Lectio4-6,3,Augustinus Hipponensis,Cap. 6-7,Cap. 6-7,Ex libro sancti Augustíni Epíscopi de grátia et líbero arbítrio,"Apóstolus Paulus, quem certe invénimus sine ullis méritis bonis, immo cum multis méritis malis, Dei grátiam consecútum, reddéntis bona pro malis, videámus quid dicat, sua jam propi"
Sancti,Sancti/06-30.txt,159,In Commemoratione S. Pauli Apostoli,Lectio94,Lectio94,1,Augustinus Hipponensis,Cap. 6-7,Cap. 6-7,Ex libro sancti Augustíni Epíscopi de grátia et líbero arbítrio,"Apóstolus Paulus, quem certe invénimus sine ullis méritis bonis, immo cum multis méritis malis, Dei grátiam consecútum, reddéntis bona pro malis, videámus quid dicat, sua jam propi"
Sancti,Sancti/06-30.txt,169,In Commemoratione S. Pauli Apostoli,Lectio7,Lectio7-9,3,Ioannes Chrysostomus,Homiliae in Matthaeum,"Homilia 34 in Matth., longe post initium",Homilía sancti Joánnis Chrysóstomi,"Sed dícere vidétur: Nolíte turbári, si, cum vos inter lupos mitto, tamquam oves et colúmbas esse júbeo. Nam, etsi possum contrárium quoque præstáre, et non permíttere ut grave áliq"
Sancti,Sancti/07-01t.txt,13,In Octava S. Joannis Baptistæ,Lectio4,Lectio4-5,2,Maximus Taurinensis,Sermones,Homilia 3. in Nativ. S. Joannis Bapt.,Sermo sancti Maximi Epíscopi.,"Festivitatem præsentis diei, fratres carissimi, venerandi Joannis Baptistæ genuina nativitas consecravit: qui idcirco in hoc sæculum superna dispensatione directus est, ut non solu"
Sancti,Sancti/07-01t.txt,28,In Octava S. Joannis Baptistæ,Lectio7,Lectio7-9,3,Ambrosius Mediolanensis,Expositio evangelii secundum Lucam,"Lib. 2. in Luca3 cap. L, circa finem.",De Homilia sancti Ambrósii Epíscopi.,"Joannes est, inquit, nomen ejus. Non poterat Elisabeth Domini ignorare prænuntium, quæ prophetaverat Christum. Bene additur: Quia nemo in cognatione ejus vocabatur hoc nomine, ut i"
Sancti,Sancti/07-02.txt,86,,Lectio4,Lectio4-6,3,Ioannes Chrysostomus,Sermones,Apud Metaphr. mense Julio,Sermo sancti Joánnis Chrysóstomi,"Cum ad nos advenísset Redémptor nostri géneris, venit prótinus ad suum amícum Joánnem, dum adhuc esset in ventre matris. Quem cum ex útero in útero aspexísset Joánnes, términos nat"
Sancti,Sancti/07-02.txt,118,,Lectio7,Lectio7-8,2,Ambrosius Mediolanensis,Expositio evangelii secundum Lucam,"Liber 2 Comment. in Lucæ. cap. 1, post initium",Homilía sancti Ambrósii Epíscopi,"Contuéndum est, quia supérior venit ad inferiórem, ut inférior adjuvétur: María ad Elísabeth, Christus ad Joánnem. Dénique étiam póstea, ut sanctificáret baptísmum Joánnis, Dóminus"
Sancti,Sancti/07-03oct.txt,22,Quinta die infra Octavam Ss. Apostolorum Petri et Pauli,Lectio4,Lectio4,1,Leo Magnus,Sermones,"Ex Serm. 82. in natali Ss. Apost. Petri et Pauli, in fine.",De Sermone sancti Leonis Papæ.,"Pretiosa est in conspectu Domini mors sanctorum ejus: nec ullo crudelitatis genere destrui potest sacramento crucis Christi fundata religio. Non minuitur persecutionibus Ecclesia, "
Sancti,Sancti/07-04oct.txt,25,Sexta die infra Octavam Ss. Apostolorum Petri et Pauli,Lectio4,Lectio4,1,Ioannes Chrysostomus,Sermones,Sermo 32 in morali exhortat,De Expositióne sancti Joánnis Chrysóstomi in Epístolam ad Romános,"Cum Paulus Apóstolus grátiam Dómini nostri Jesu Christi, matrem ómnium bonórum, nobis precétur; réliquum est, ut nos tali patrocinio dignos exhibeamus, ut non hic solum vocem Pauli"
Sancti,Sancti/07-05.txt,34,S. Antonii Mariæ Zaccaria Confessoris,Lectio7,Lectio7-9,3,Augustinus Hipponensis,Sermones,Sermo 47 de diversis,Homilía sancti Augustíni Epíscopi,"Durum vidétur et grave quod Dóminus imperávit, ut, si quis eum vult sequi ábneget seípsum; sed non est durum nec grave quod ille ímperat, qui ádjuvat ut fiat quod ímperat. Nam illu"
Sancti,Sancti/07-06.txt,27,In Octava Ss. Apostolorum Petri et Pauli,Lectio4,Lectio4,1,Ioannes Chrysostomus,Sermones,Apud Metaphrasten,Sermo sancti Joánnis Chrysóstomi,"Quasnam vobis, o beáti Apóstoli, referémus grátias, qui tantum pro nobis laborastis? Mémini tui, Petre, et obstupesco: recordor tui, Paule, et excédens mente ópprimor lácrimis. Qui"
Sancti,Sancti/07-06.txt,42,In Octava Ss. Apostolorum Petri et Pauli,Lectio7,Lectio7-9,3,Hieronymus Stridonensis,Commentarii in Matthaeum,Liber 2 Comment. in cap. 14 Matth.,Homilía sancti Hierónymi Presbýteri,"Discípulis Dóminus præcepit transfretare, et cómpulit ut ascenderent naviculam. Quo sermóne osténditur, invitos eos a Dómino recessisse, dum amóre Præceptoris ne punctum quidem tém"
Sancti,Sancti/07-07.txt,58,Ss. Cyrilli et Methodii Pont. et Conf.,Lectio4,Lectio4,1,Leo Magnus,Litteræ Encyclicæ Leónis Papæ XIII,Litteræ Encyclicæ Leónis Papæ XIII,,"Cyrillus et Methodius fratres germani, Thessalonícæ amplíssimo loco nati, Constantinopolim mature concessérunt, ut in ipsa urbe Oriéntis príncipe humanitátis artes addíscerent. Ute"
Sancti,Sancti/07-10.txt,26,"Ss. Septem Fratrum Martyrum, ac Rufinæ et Secundæ Virginum et Martyrum",Lectio6,Lectio6,1,Augustinus Hipponensis,Sermones,Sermo 110 de diversis,Sermo sancti Augustíni Epíscopi,"Magnum spectaculum, fratres, positum est ante óculos fidei nostræ. Aure audívimus, corde vídimus optántem matrem ante se finire istam vitam fílios suos, longe contrariis votis cons"
Sancti,Sancti/07-10.txt,39,"Ss. Septem Fratrum Martyrum, ac Rufinæ et Secundæ Virginum et Martyrum",Lectio7,Lectio7-9,3,Gregorius Magnus,Homiliae in Evangelia,Homilia 3 in Evangelia,Homilía sancti Gregórii Papæ,"Sancti Evangélii, fratres caríssimi, brevis est léctio recitata, sed magnis mysteriórum pondéribus grávida. Jesus étenim, cónditor et redémptor noster, Matrem se nosse dissimulat, "
Sancti,Sancti/07-12.txt,36,S. Joannis Gualberti Abbatis,Lectio7,Lectio7-9,3,Hieronymus Stridonensis,Commentarii in Matthaeum,Liber 1 Comment. in cap. 5 Matth.,Homilía sancti Hierónymi Presbýteri,"Ego autem dico vobis: Dilígite inimícos vestros; benefácite his qui odérunt vos. Multi præcepta Dei, imbecillitate sua, non Sanctórum viribus æstimántes, putant esse impossibília q"
Sancti,Sancti/07-13.txt,23,S. Anacleti Papæ et Martyris,Lectio5,Lectio5,1,Ambrosius Mediolanensis,Sermones,Lectio v. Serm. 21.,De Expositione sancti Ambrósii Epíscopi in Psalmum centesimum decimum octavum.,"Principes persecuti sunt me gratis: et a verbis tuis trepidavit cor meum. Bene hoc Martyr dicit, quod injuste persecutionum tormenta sustineat: qui nihil rapuerit, nullum violentus"
Sancti,Sancti/07-13.txt,39,S. Anacleti Papæ et Martyris,Lectio94,Lectio94,1,Gregorius Magnus,Homiliae in Evangelia,Homil. 37. in Evangelia.,Homilia sancti Gregorii Papæ.,"Si consideremus fratres carissimi, quæ et quanta sunt, quæ nobis promittuntur in cælis, vilescunt animo omnia quæ habentur in terris. Terrena namque substantia supernæ felicitati c"
Sancti,Sancti/07-18.txt,58,S. Camilli de Lellis Confessoris,Lectio7,Lectio7-9,3,Augustinus Hipponensis,Tractatus in Iohannis Evangelium,Tractátus 83 in Joánnem,Homilía sancti Augustíni Epíscopi,"Quid putamus, fratres mei? numquidnam solum ejus de ista dilectióne mandátum est, qua dilígimus invicem? Nonne est et aliud majus, ut diligámus Deum? Aut vero de sola Deus nobis di"
Sancti,Sancti/07-20.txt,39,S. Hieronymi Æmiliani Confessoris,Lectio7,Lectio7-9,3,Ioannes Chrysostomus,Homiliae in Matthaeum,Homilia 62 in Matthæum,Homilía sancti Joánnis Chrysostomi,"Cur discípuli púeros abigebant? Dignitátis causa. Quid ergo ille? Ut doceat illos modeste sapere, fastumque mundanum conculcare, et suscipit, et ulnis complectitur, talibúsque regn"
Sancti,Sancti/07-22.txt,160,S. Mariæ Magdalenæ Pœnitentis,Lectio4,Lectio4-5,2,Gregorius Magnus,Homiliae in Evangelia,Homilia 25 in Evangelia,Sermo sancti Gregórii Papæ,"María Magdaléne, quæ fúerat in civitáte peccátrix, amándo veritátem, lavit lácrimis máculas críminis: et vox Veritátis implétur, qua dícitur: Dimíssa sunt ei peccáta multa, quia di"
Sancti,Sancti/07-22.txt,179,S. Mariæ Magdalenæ Pœnitentis,Lectio7,Lectio7,1,Augustinus Hipponensis,"Liber 50 Homilía 23, tom. 10","Liber 50 Homilía 23, tom. 10",Homilía sancti Augustíni Epíscopi,"Evangélium cum legerétur, attentíssime audístis; et res gesta narráta atque versáta est ante óculos cordis vestri. Vidístis enim, non carne, sed mente, Dóminum Jesum Christum in do"
Sancti,Sancti/07-23.txt,40,S. Apollinaris Episcopi et Martyris,Lectio7,Lectio7-9,3,Ambrosius Mediolanensis,Expositio evangelii secundum Lucam,"Liber 10 in Lucæ, cap. 22, post initium.",Homilía sancti Ambrósii Epíscopi.,"Regnum Dei non est de hoc mundo. Non ergo æqualitátis hómini ad Deum, sed similitúdinis æmulátio est. Solus enim Christus est plena imago Dei, propter expressam in se Paternæ clari"
Sancti,Sancti/07-25.txt,36,S. Jacobi Apostoli,Lectio7,Lectio7-9,3,Ioannes Chrysostomus,Homiliae in Matthaeum,Homilia 66 in Matthæum,Homilía sancti Joánnis Chrysóstomi,"Non turbétur quisquam, si ádeo imperféctos dícimus Apóstolos fuísse; nondum enim mystérium crucis erat consummátum, nondum grátia Spíritus in corda ipsórum infúsa. Quod si virtútem"
Sancti,Sancti/07-26.txt,24,S. Annæ Matris B.M.V.,Lectio4,Lectio4-5,2,Ioannes Damascenus,Sermones,"Oratio 2 de Nativ. B. Mariæ, prope finem",Sermo sancti Joánnis Damascéni,"Propónitur nobis Annæ thálamus, conjugális vitæ simul et virginitátis formam réferens, illam matris, hanc fíliæ: quarum áltera recens sterilitáte liberáta est, áltera autem aliquán"
Sancti,Sancti/07-29.txt,37,S. Marthæ Virginis,Lectio7,Lectio7,1,Augustinus Hipponensis,Sermones de verbis Domini,Sermo 20 de Verbis Domini,Homilía sancti Augustíni Epíscopi,"Verba Dómini nostri Jesu Christi, quæ modo ex Evangélio recitáta sunt, ádmonent nos, esse unum aliquid quo tendámus, quando in hujus sæculi multitúdine laboramus. Téndimus autem ad"
Sancti,Sancti/08-01.txt,127,S. Petri ad Vincula,Lectio7,Lectio7-8,2,Augustinus Hipponensis,Sermones,"Ex serm. 29 de Sanctis, in medio",Homilía sancti Augustíni Epíscopi,"Solus Petrus inter Apóstolos méruit audíre: Amen dico tibi, quia tu es Petrus, et super hanc petram ædificábo Ecclésiam meam; dignus certe, qui ædificándis in domo Dei pópulis lapi"
Sancti,Sancti/08-03.txt,75,De Inventione S. Stephani Protomartyris,Lectio6,Lectio6,1,Augustinus Hipponensis,"Liber 22, cap. 8, circa medium","Liber 22, cap. 8, circa medium",Ex libro sancti Augustíni Epíscopi de Civitáte Dei,"Ad aquas Tibilitanas, episcopo afferénte Projecto relíquias Mártyris gloriosíssimi Stephani, ad ejus memóriam veniebat magnæ multitúdinis concursus et occúrsus. Ibi cæca mulier, ut"
Sancti,Sancti/08-06.txt,150,,Lectio4,Lectio4-5,2,Leo Magnus,Sermones,"Sermo de Transfiguratione, ante medium",Sermo sancti Leónis Papæ,"Aperit Dóminus coram eléctis téstibus glóriam suam, et commúnem illam cum céteris córporis formam tanto splendóre claríficat, ut et fácies ejus solis fulgóri símilis, et vestítus c"
Sancti,Sancti/08-06.txt,185,,Lectio7,Lectio7-9,3,Ioannes Chrysostomus,Homiliae in Matthaeum,"Homilia 57 in Matth., in init.",Homilía sancti Joánnis Chrysóstomi,"Quóniam multa de perículis, multa de passióne sua, multa de morte et de cæde discipulórum locútus est Dóminus, et áspera complúra atque árdua eis injúnxit; et illa quidem in præsén"
Sancti,Sancti/08-07.txt,41,S. Cajetani Confessoris,Lectio7,Lectio7-8,2,Augustinus Hipponensis,Sermones,"Liber 2 de Sermóne Dómini in monte, cap. 14",Homilía sancti Augustíni Epíscopi,"Nemo potest duobus dóminis servire. Ad hanc ipsam intentiónem referéndum est quod consequenter exponit, dicens: Aut enim unum ódio habebit, et álterum diliget; aut álterum patiétur"
Sancti,Sancti/08-08.txt,23,"Ss. Cyriaci, Largi et Smaragdi Martyrum",Lectio5,Lectio5,1,Ioannes Chrysostomus,Sermones,"Sermo 1 de Martyribus, tom. 3.",Sermo sancti Joánnis Chrysóstomi,"Nemo est, qui nesciat, Mártyrum glorias ad hoc divino consílio a Dei pópulis frequentári, ut et illis débitus honor dicétur, et nobis virtútis exémpla, favénte Christo, monstréntur"
Sancti,Sancti/08-08.txt,39,"Ss. Cyriaci, Largi et Smaragdi Martyrum",Lectio7,Lectio7-9,3,Gregorius Magnus,Homiliae in Evangelia,"Homilia 29 in Evangelia, post initium",Homilía sancti Gregórii Papæ,Potest omnis creaturæ nómine omnis natio Géntium designari. Ante enim dictum fuerat: In viam Géntium ne abieritis; nunc autem dícitur: Prædicate omni creaturæ: ut scilicet prius a 
Sancti,Sancti/08-09t.txt,26,In Vigilia S. Laurentii Mart.,Lectio1,Lectio1-3,3,Gregorius Magnus,Homiliae in Evangelia,Homilia 32 in Evangelia,Homilía sancti Gregórii Papæ,"Quia Dóminus ac Redémptor noster novus homo veni in mundum, nova præcépta dedit mundo. Vitæ étenim nostræ véteri, in vítiis enutrítæ, contrarietátem oppósuit novitátis suæ. Quid en"
Sancti,Sancti/08-10.txt,118,S. Laurentii Martyris,Lectio4,Lectio4-6,3,Leo Magnus,Sermones,"In Natali S. Laurentii, post initium",Sermo sancti Leónis Papæ,"Cum furor gentílium potestátum in electíssima quæque Christi membra sævíret, ac præcípue eos qui órdinis erant sacerdotális impéteret, in levítam Lauréntium, qui non solum ministér"
Sancti,Sancti/08-10.txt,153,S. Laurentii Martyris,Lectio7,Lectio7-9,3,Augustinus Hipponensis,Tractatus in Iohannis Evangelium,"Tract. 51 in Joannem, sub medium",Homilía sancti Augustíni Epíscopi,"Ipse Dóminus Jesus erat granum mortificándum et multiplicándum; mortificándum infidelitáte Judæórum, multiplicándum fide populórum. Jam vero exhórtans ad passiónis suæ sectánda ves"
Sancti,Sancti/08-11oct.txt,14,Secunda die infra Octavam S. Laurentii Martyris,Lectio4,Lectio4,1,Augustinus Hipponensis,Sermones,Serm. 30. de Sanctis.,Sermo sancti Augustíni Epíscopi.,"Beatissimi Laurentii Martyris, cujus natalem hodie celebramus, passionem nosse vos credo: et quanta in persecutione pertulerit, dilectionem vestram scire posse non dubito. Tanta en"
Sancti,Sancti/08-11oct.txt,38,Secunda die infra Octavam S. Laurentii Martyris,Lectio7,Lectio7-8,2,Augustinus Hipponensis,Tractatus in Iohannis Evangelium,"Ex Tract. 51. in Joann., post supra.",De Homilía sancti Augustíni Epíscopi.,"Cum ergo causæ articulus venerit, ut hæc conditio proponatur, aut faciendum esse contra Dei præceptum, aut ex hac vita emigrandum; quorum duorum homo si cogatur alterum eligere, co"
Sancti,Sancti/08-13oct.txt,13,Quarta die infra Octavam S. Laurentii Martyris,Lectio4,Lectio4,1,Ambrosius Mediolanensis,"Lib. 1., cap. 41., in medio.","Lib. 1., cap. 41., in medio.",Ex libro Officiorum S. Ambrósii Epíscopi.,"Non prætereamus sanctum Laurentium, qui cum videret episcopum suum ad martyrium duci, flere cœpit non passionem illius, sed suam remansionem. Itaque his verbis appellare cœpit: Quo"
Sancti,Sancti/08-13oct.txt,20,Quarta die infra Octavam S. Laurentii Martyris,Lectio5,Lectio5,1,Unklarer Autor,"Lib. 2., cap. 28., post medium.","Lib. 2., cap. 28., post medium.",,"A quo cum quærerantur thesauri Ecclesiæ, promisit se demonstraturum. Sequenti die pauperes duxit. Interrogatus ubi essent thesauri quos promiserat, ostendit pauperes, dicens: Hi su"
Sancti,Sancti/08-13oct.txt,38,Quarta die infra Octavam S. Laurentii Martyris,Lectio7,Lectio7-8,2,Augustinus Hipponensis,Tractatus in Iohannis Evangelium,"Ex Tract. 51 in Joánnem, prope finem.",De Homilia sancti Augustíni Epíscopi.,"Minister est Christi usque ad illud opus magnæ caritatis, quod est animam suam pro fratribus ponere: hoc est enim et pro Christo ponere, quia et hoc propter sua membra dicturus est"
Sancti,Sancti/08-14.txt,24,,Lectio1_,Lectio1,1,Ioannes Chrysostomus,In Joann. c. 2,"In Joann. c. 2 Homilia 20, circa finem",Homilía sancti Joánnis Chrysóstomi,"Cum audíeris mulíerem illam dicéntem: Beátus venter qui te portávit, et úbera quæ tu suxísti; deínde Dóminum respondéntem: Quinímmo beáti qui áudiunt verbum Dei et custódiunt illud"
